PART ID,TYPE,MANUFACTURER,YEAR,PRICE
PART2044,suspension,Audi,2015,415.97
PART2045,brake,Audi,2016,416.91
PART2046,transmission,Mercedes,2017,239.44
PART2047,battery,Toyota,2022,143.91
PART2048,battery,Mercedes,2017,250.73
PART2049,engine,Audi,2014,149.51
PART2050,battery,Honda,2012,407.71
PART2051,brake,BMW,2001,138.85
PART2052,suspension,Audi,2008,382.7
PART2053,suspension,Mercedes,2019,215.77
PART2054,engine,BMW,2004,309.97
PART2055,battery,Ford,2014,108.88
PART2056,brake,Mercedes,2006,208.33
PART2057,transmission,BMW,2013,333.46
PART2058,engine,Mercedes,2022,474.35
PART2059,battery,Volkswagen,2014,421.89
PART2060,engine,Mercedes,2007,216.71
PART2061,battery,Mercedes,2006,303.02
PART2062,brake,Mercedes,2008,201.31
PART2063,transmission,Mercedes,2011,110.59
PART2064,battery,Honda,2001,124.07
PART2065,transmission,Mercedes,2020,382.39
PART2066,battery,Audi,2008,290.49
PART2067,battery,Honda,2002,119.82
PART2068,transmission,Volkswagen,2007,351.2
PART2069,transmission,Audi,2019,425.84
PART2070,transmission,Honda,2012,402.18
PART2071,battery,Toyota,2019,438.66
PART2072,suspension,Toyota,2016,488.29
PART2073,tire,Audi,2018,254.44
PART2074,brake,Ford,2011,452.96
PART2075,battery,Volkswagen,2000,101.92
PART2076,engine,Ford,2021,233.59
PART2077,tire,Audi,2007,333.42
PART2078,suspension,Honda,2012,278.89
PART2079,battery,Ford,2006,410.52
PART2080,tire,Toyota,2019,320.04
PART2081,brake,Toyota,2015,431.42
PART2082,engine,Mercedes,2001,432.14
PART2083,suspension,Mercedes,2021,144.59
PART2084,battery,Audi,2021,446.5
PART2085,engine,Volkswagen,2019,81.56
PART2086,transmission,Audi,2008,266.82
PART2087,transmission,Audi,2003,203.28
PART2088,battery,Audi,2004,252.36
PART2089,tire,Toyota,2005,178.27
PART2090,tire,Audi,2022,421.56
PART2091,suspension,Mercedes,2017,129.04
PART2092,engine,Ford,2019,486.95
PART2093,transmission,Ford,2006,134.42
PART2094,tire,Audi,2001,173.09
PART2095,suspension,Ford,2011,120.82
PART2096,transmission,Honda,2002,215.43
PART2097,brake,BMW,2020,134.52
PART2098,battery,Volkswagen,2003,487.97
PART2099,engine,BMW,2005,259.3
PART2100,tire,Audi,2003,480.91
PART2101,suspension,Volkswagen,2003,379.6
PART2102,engine,Honda,2010,138.62
PART2103,suspension,Mercedes,2016,366.29
PART2104,tire,Honda,2019,310.48
PART2105,transmission,Audi,2020,259.39
PART2106,suspension,Mercedes,2011,499.48
PART2107,tire,Volkswagen,2003,360.42
PART2108,tire,Mercedes,2021,426.01
PART2109,tire,Mercedes,2005,431.94
PART2110,tire,BMW,2004,397.63
PART2111,transmission,Ford,2003,445.98
PART2112,engine,Volkswagen,2014,495.53
PART2113,tire,BMW,2005,308.03
PART2114,transmission,Volkswagen,2000,264.17
PART2115,tire,Honda,2016,431.06
PART2116,battery,Volkswagen,2021,445.38
PART2117,battery,Ford,2015,63.37
PART2118,brake,BMW,2006,163.95
PART2119,transmission,Toyota,2013,117.11
PART2120,transmission,Toyota,2009,408.12
PART2121,suspension,Toyota,2006,268.07
PART2122,transmission,BMW,2008,108.62
PART2123,transmission,Audi,2001,247.1
PART2124,tire,BMW,2015,158.01
PART2125,engine,Toyota,2020,483.84
PART2126,battery,Audi,2016,286.39
PART2127,tire,Audi,2000,126.37
PART2128,battery,Volkswagen,2021,277.12
PART2129,transmission,Audi,2020,275.35
PART2130,battery,Toyota,2016,191.58
PART2131,transmission,Toyota,2012,412.04
PART2132,engine,Ford,2022,158.38
PART2133,tire,Volkswagen,2004,409.36
PART2134,battery,Honda,2021,290.5
PART2135,engine,Honda,2003,263.68
PART2136,engine,Honda,2006,348.09
PART2137,engine,Audi,2010,196.17
PART2138,engine,Toyota,2005,51.12
PART2139,engine,Mercedes,2008,245.89
PART2140,brake,Honda,2020,344.71
PART2141,brake,Audi,2009,319.94
PART2142,brake,Volkswagen,2020,170.54
PART2143,suspension,Ford,2007,186.85
PART2144,brake,Honda,2020,281.63
PART2145,engine,Ford,2008,90.72
PART2146,tire,Mercedes,2006,250.83
PART2147,battery,Volkswagen,2000,329.51
PART2148,suspension,Audi,2007,253.07
PART2149,battery,Honda,2006,333.29
PART2150,tire,Mercedes,2001,346.18
PART2151,tire,BMW,2000,260.24
PART2152,tire,BMW,2021,409.21
PART2153,transmission,Ford,2022,445.09
PART2154,battery,Toyota,2020,404.18
PART2155,battery,Volkswagen,2002,144.94
PART2156,tire,Honda,2000,85.32
PART2157,battery,Honda,2009,257.36
PART2158,suspension,Toyota,2001,164.09
PART2159,engine,Volkswagen,2005,488.38
PART2160,brake,BMW,2022,59.85
PART2161,brake,BMW,2005,463.75
PART2162,battery,Audi,2022,499.06
PART2163,transmission,Audi,2007,249.62
PART2164,tire,BMW,2019,376.33
PART2165,engine,Volkswagen,2007,161.93
PART2166,transmission,Toyota,2017,325.54
PART2167,transmission,BMW,2003,258.37
PART2168,engine,BMW,2007,484.26
PART2169,battery,Ford,2019,385.9
PART2170,battery,Ford,2004,207.91
PART2171,suspension,Audi,2009,139.48
PART2172,transmission,Mercedes,2003,484.21
PART2173,battery,Honda,2013,215.46
PART2174,transmission,Mercedes,2003,318.86
PART2175,suspension,Audi,2000,450.19
PART2176,transmission,Audi,2014,390.12
PART2177,battery,Ford,2001,202.8
PART2178,brake,Honda,2004,331.86
PART2179,battery,Audi,2004,165.3
PART2180,transmission,Volkswagen,2016,59.13
PART2181,brake,Audi,2000,62.22
PART2182,suspension,Toyota,2020,286.65
PART2183,battery,Volkswagen,2015,468.89
PART2184,suspension,Honda,2015,207.42
PART2185,battery,Toyota,2009,291.24
PART2186,brake,Volkswagen,2017,158.3
PART2187,engine,Mercedes,2009,60.84
PART2188,brake,BMW,2005,289.21
PART2189,battery,Volkswagen,2014,176.13
PART2190,transmission,Ford,2010,137.27
PART2191,tire,Audi,2014,72.57
PART2192,engine,Honda,2002,330.42
PART2193,engine,Toyota,2002,425.66
PART2194,battery,Mercedes,2022,393.2
PART2195,brake,Ford,2006,362.32
PART2196,battery,Honda,2008,278.14
PART2197,engine,Honda,2018,293.16
PART2198,brake,Volkswagen,2006,446.23
PART2199,battery,Ford,2008,181.79
PART2200,tire,Toyota,2012,425.9
PART2201,tire,Toyota,2004,87.25
PART2202,battery,Audi,2011,170.22
PART2203,tire,Ford,2006,482.22
PART2204,engine,Audi,2012,400.77
PART2205,engine,Toyota,2006,415.83
PART2206,brake,BMW,2019,239.07
PART2207,engine,BMW,2013,50.98
PART2208,transmission,BMW,2021,251.4
PART2209,battery,BMW,2002,324.36
PART2210,brake,Volkswagen,2017,63.61
PART2211,suspension,Audi,2014,306.37
PART2212,battery,Toyota,2012,467.89
PART2213,brake,Toyota,2012,256.53
PART2214,brake,Toyota,2006,159.24
PART2215,brake,Toyota,2015,434.52
PART2216,brake,Audi,2016,415.19
PART2217,tire,Mercedes,2019,443.74
PART2218,tire,Toyota,2002,271.8
PART2219,brake,Audi,2020,413.03
PART2220,suspension,Volkswagen,2007,243.49
PART2221,transmission,Volkswagen,2018,391.02
PART2222,suspension,Volkswagen,2015,329.99
PART2223,transmission,Toyota,2002,314.51
PART2224,brake,BMW,2005,441.23
PART2225,tire,BMW,2003,247.83
PART2226,tire,Toyota,2013,348.51
PART2227,battery,Volkswagen,2004,186.64
PART2228,suspension,Toyota,2007,141.78
PART2229,tire,Mercedes,2001,283.14
PART2230,suspension,Mercedes,2015,250.49
PART2231,tire,Audi,2007,78.33
PART2232,transmission,Volkswagen,2006,490.96
PART2233,battery,Ford,2017,362.72
PART2234,transmission,Audi,2019,428.58
PART2235,tire,Ford,2008,82.65
PART2236,engine,Mercedes,2016,214.54
PART2237,battery,Volkswagen,2004,243.04
PART2238,battery,BMW,2014,464.98
PART2239,transmission,Volkswagen,2021,338.19
PART2240,engine,Ford,2011,368.42
PART2241,transmission,Mercedes,2021,462
PART2242,suspension,Ford,2011,256.87
PART2243,battery,Honda,2003,422.55
PART2244,battery,Audi,2015,339.23
PART2245,engine,BMW,2017,368.66
PART2246,brake,Toyota,2019,129.28
PART2247,tire,Volkswagen,2018,484.97
PART2248,tire,Audi,2006,395.28
PART2249,battery,Mercedes,2007,339.54
PART2250,brake,Honda,2017,322.79
PART2251,brake,BMW,2019,135.43
PART2252,battery,Toyota,2000,152.09
PART2253,tire,Ford,2020,323.57
PART2254,transmission,Ford,2000,290.73
PART2255,battery,Mercedes,2002,433.43
PART2256,suspension,Audi,2014,423.65
PART2257,tire,Volkswagen,2021,394.14
PART2258,battery,BMW,2011,486.99
PART2259,battery,Toyota,2009,188.27
PART2260,brake,Volkswagen,2018,384.65
PART2261,battery,BMW,2010,214.18
PART2262,brake,Volkswagen,2014,107.64
PART2263,battery,Ford,2001,228.67
PART2264,brake,Toyota,2008,158.93
PART2265,engine,BMW,2020,306.53
PART2266,tire,Audi,2019,328.82
PART2267,brake,Mercedes,2005,178.73
PART2268,suspension,Honda,2009,95.68
PART2269,tire,Audi,2017,244.66
PART2270,brake,Ford,2004,214.43
PART2271,brake,Toyota,2004,398.88
PART2272,suspension,BMW,2011,107.99
PART2273,suspension,Ford,2009,293.27
PART2274,engine,Volkswagen,2015,338.21
PART2275,tire,Mercedes,2021,327
PART2276,transmission,BMW,2002,379.43
PART2277,suspension,Ford,2002,58.88
PART2278,battery,BMW,2019,414.19
PART2279,engine,BMW,2017,284.54
PART2280,engine,BMW,2014,99.21
PART2281,transmission,Honda,2006,251.8
PART2282,tire,Mercedes,2022,57.06
PART2283,battery,Honda,2003,323.91
PART2284,suspension,BMW,2005,361.66
PART2285,engine,Honda,2006,483.64
PART2286,tire,Audi,2019,105.84
PART2287,brake,Volkswagen,2013,487.11
PART2288,tire,Mercedes,2018,376.41
PART2289,transmission,Honda,2000,444.82
PART2290,transmission,Mercedes,2009,75.68
PART2291,tire,Ford,2014,334.91
PART2292,engine,Toyota,2019,412.94
PART2293,brake,Honda,2014,399.61
PART2294,battery,Mercedes,2016,279.91
PART2295,transmission,Ford,2020,367.89
PART2296,battery,Audi,2011,291.48
PART2297,tire,Volkswagen,2012,206.53
PART2298,engine,Honda,2017,153.92
PART2299,engine,Audi,2008,178.6
PART2300,battery,Audi,2004,481.04
PART2301,battery,Honda,2015,189.46
PART2302,tire,Toyota,2003,260.87
PART2303,brake,Toyota,2006,364.92
PART2304,brake,Honda,2022,156.32
PART2305,suspension,Audi,2013,311.03
PART2306,engine,Audi,2009,142.42
PART2307,brake,Ford,2015,401.72
PART2308,suspension,Mercedes,2002,454.21
PART2309,battery,BMW,2016,76.92
PART2310,engine,Audi,2008,429.67
PART2311,engine,Audi,2004,439.8
PART2312,suspension,BMW,2017,223.57
PART2313,brake,Audi,2011,343.58
PART2314,tire,BMW,2008,163.1
PART2315,transmission,BMW,2021,70.84
PART2316,transmission,BMW,2006,179.85
PART2317,transmission,Mercedes,2003,274.25
PART2318,tire,Mercedes,2007,389.02
PART2319,brake,BMW,2004,72.28
PART2320,battery,Mercedes,2014,111.11
PART2321,transmission,Audi,2001,266.25
PART2322,battery,Volkswagen,2015,199.15
PART2323,engine,Volkswagen,2001,82.01
PART2324,suspension,Honda,2020,368.29
PART2325,transmission,Toyota,2021,234.85
PART2326,tire,Ford,2011,127.8
PART2327,suspension,Ford,2007,120.87
PART2328,tire,Audi,2021,228.92
PART2329,battery,Ford,2014,64.59
PART2330,tire,Toyota,2015,417.55
PART2331,tire,Mercedes,2003,465.13
PART2332,brake,BMW,2015,232.81
PART2333,brake,Honda,2018,192.78
PART2334,engine,Volkswagen,2005,386.04
PART2335,battery,Ford,2005,268.33
PART2336,battery,Mercedes,2005,230.27
PART2337,tire,Audi,2019,204.9
PART2338,tire,BMW,2011,54.26
PART2339,battery,Volkswagen,2013,241.22
PART2340,brake,Audi,2014,254.8
PART2341,suspension,Mercedes,2006,274.05
PART2342,battery,Honda,2015,203.2
PART2343,suspension,Toyota,2015,292.11
PART2344,engine,Toyota,2015,273.88
PART2345,brake,BMW,2011,466.74
PART2346,tire,Mercedes,2000,358.14
PART2347,tire,Volkswagen,2005,314.15
PART2348,transmission,BMW,2019,339.97
PART2349,tire,Volkswagen,2017,98.86
PART2350,engine,Honda,2013,288.24
PART2351,tire,Ford,2020,200.62
PART2352,battery,Audi,2013,343.67
PART2353,suspension,Honda,2020,202.96
PART2354,suspension,Honda,2014,203.74
PART2355,brake,Honda,2001,463.3
PART2356,battery,Audi,2011,199.39
PART2357,brake,Volkswagen,2009,375.96
PART2358,suspension,Honda,2013,296.52
PART2359,tire,Audi,2013,311.32
PART2360,suspension,Honda,2009,262.57
PART2361,engine,Volkswagen,2020,256.98
PART2362,engine,Volkswagen,2008,453.72
PART2363,tire,Volkswagen,2010,473.42
PART2364,battery,BMW,2009,151.86
PART2365,battery,Volkswagen,2000,151.48
PART2366,battery,Audi,2006,151.42
PART2367,brake,BMW,2019,402.05
PART2368,brake,Toyota,2000,247.47
PART2369,transmission,BMW,2003,256.37
PART2370,brake,Volkswagen,2002,341.2
PART2371,suspension,Honda,2016,479.77
PART2372,brake,Honda,2010,268.59
PART2373,transmission,Volkswagen,2004,369.8
PART2374,suspension,Volkswagen,2005,240.99
PART2375,battery,Toyota,2006,270.41
PART2376,engine,Honda,2015,225.39
PART2377,battery,Honda,2008,268.73
PART2378,battery,Honda,2022,182.85
PART2379,suspension,Audi,2017,277.86
PART2380,transmission,Audi,2003,448.77
PART2381,brake,Volkswagen,2021,271.76
PART2382,suspension,Honda,2006,56.27
PART2383,suspension,Honda,2009,486.77
PART2384,engine,BMW,2006,456.37
PART2385,brake,Honda,2013,259.61
PART2386,suspension,Volkswagen,2018,125.07
PART2387,brake,Volkswagen,2016,225.88
PART2388,suspension,Toyota,2018,86.88
PART2389,battery,Audi,2019,346.72
PART2390,battery,Volkswagen,2017,322.08
PART2391,battery,BMW,2004,81.46
PART2392,engine,Audi,2003,275.11
PART2393,transmission,Honda,2011,374.74
PART2394,brake,BMW,2019,488.04
PART2395,transmission,Honda,2005,77.1
PART2396,suspension,Toyota,2008,402.28
PART2397,transmission,BMW,2010,155.51
PART2398,suspension,Audi,2018,208.47
PART2399,tire,Volkswagen,2017,294.03
PART2400,battery,Mercedes,2012,164.45
PART2401,engine,Audi,2013,294.19
PART2402,tire,Toyota,2014,241.14
PART2403,transmission,Audi,2013,364.86
PART2404,battery,Toyota,2009,168.23
PART2405,transmission,Mercedes,2014,76.89
PART2406,transmission,Mercedes,2022,75.31
PART2407,suspension,Ford,2021,417.29
PART2408,tire,Ford,2005,331.48
PART2409,transmission,Toyota,2004,287.13
PART2410,engine,Ford,2008,367.54
PART2411,suspension,Honda,2005,303.94
PART2412,suspension,Audi,2014,138.79
PART2413,transmission,Ford,2013,392.18
PART2414,suspension,Audi,2007,246.52
PART2415,suspension,Honda,2010,277.07
PART2416,engine,Audi,2014,135.15
PART2417,transmission,Audi,2002,214.22
PART2418,brake,Audi,2010,495
PART2419,tire,Honda,2015,240.46
PART2420,battery,Volkswagen,2009,180.4
PART2421,transmission,Ford,2020,244.63
PART2422,tire,Mercedes,2002,229.93
PART2423,transmission,BMW,2012,177.19
PART2424,battery,Ford,2019,410.48
PART2425,suspension,BMW,2003,425.52
PART2426,brake,Toyota,2000,408.84
PART2427,brake,Volkswagen,2022,59.76
PART2428,suspension,Toyota,2019,69.27
PART2429,brake,Mercedes,2007,136.34
PART2430,brake,Volkswagen,2006,390.2
PART2431,battery,Honda,2006,194.71
PART2432,brake,Honda,2010,371.17
PART2433,suspension,Toyota,2018,233.29
PART2434,battery,Toyota,2015,394.92
PART2435,suspension,Ford,2013,383.54
PART2436,battery,Audi,2020,360.25
PART2437,suspension,Audi,2017,93.21
PART2438,tire,Ford,2022,483.6
PART2439,battery,BMW,2004,140.51
PART2440,engine,Honda,2018,269.17
PART2441,battery,Mercedes,2012,371.37
PART2442,battery,Volkswagen,2020,374.3
PART2443,tire,Toyota,2018,379.23
PART2444,brake,Ford,2016,118.62
PART2445,transmission,Ford,2002,448.17
PART2446,engine,Honda,2000,96.16
PART2447,transmission,Mercedes,2015,129.29
PART2448,transmission,Ford,2019,412.55
PART2449,tire,Mercedes,2005,171.72
PART2450,battery,Audi,2018,286.45
PART2451,suspension,Audi,2011,74.77
PART2452,battery,Volkswagen,2013,463.42
PART2453,battery,Ford,2021,111.15
PART2454,brake,Ford,2020,386.21
PART2455,transmission,Audi,2009,208.88
PART2456,brake,Audi,2015,329.33
PART2457,engine,Volkswagen,2008,449.64
PART2458,brake,Mercedes,2006,188.34
PART2459,brake,Audi,2008,148.29
PART2460,engine,Toyota,2007,145.54
PART2461,tire,Honda,2012,314.68
PART2462,suspension,Ford,2014,52.36
PART2463,brake,Toyota,2000,240.88
PART2464,transmission,Audi,2000,201.45
PART2465,suspension,Honda,2018,315.65
PART2466,transmission,Toyota,2002,363.42
PART2467,brake,Mercedes,2001,409.77
PART2468,suspension,Mercedes,2010,241.06
PART2469,tire,Audi,2019,338.79
PART2470,tire,Audi,2008,254.08
PART2471,tire,Mercedes,2022,426.66
PART2472,engine,Honda,2004,456.25
PART2473,suspension,Volkswagen,2002,238.4
PART2474,transmission,Ford,2014,151.63
PART2475,battery,Audi,2009,156.67
PART2476,engine,Audi,2006,161.07
PART2477,transmission,Mercedes,2011,374.33
PART2478,suspension,BMW,2000,415.85
PART2479,engine,Mercedes,2008,465.02
PART2480,brake,Volkswagen,2000,494.18
PART2481,brake,Toyota,2017,70.33
PART2482,suspension,Mercedes,2012,236.02
PART2483,engine,Mercedes,2016,305.88
PART2484,engine,Volkswagen,2015,97.57
PART2485,battery,Ford,2000,203.21
PART2486,engine,Audi,2021,323.9
PART2487,brake,Mercedes,2018,499.95
PART2488,tire,BMW,2022,208.49
PART2489,transmission,Toyota,2001,379.56
PART2490,battery,Audi,2000,448.88
PART2491,suspension,Mercedes,2005,241.12
PART2492,engine,Toyota,2020,309.78
PART2493,transmission,Toyota,2015,220.01
PART2494,suspension,BMW,2018,129.09
PART2495,tire,Audi,2002,320.49
PART2496,tire,BMW,2002,410.6
PART2497,battery,Mercedes,2005,351.98
PART2498,battery,Audi,2021,110.54
PART2499,battery,Toyota,2015,289.55
PART2500,brake,BMW,2006,390.99
PART2501,suspension,Ford,2010,65.85
PART2502,transmission,Honda,2009,75.14
PART2503,transmission,Honda,2001,120.14
PART2504,suspension,BMW,2015,246.89
PART2505,brake,Volkswagen,2021,338.43
PART2506,suspension,BMW,2019,363.99
PART2507,transmission,Honda,2011,111.43
PART2508,suspension,Honda,2010,396.41
PART2509,battery,Audi,2006,254.55
PART2510,engine,Ford,2018,471.21
PART2511,engine,Ford,2002,121.46
PART2512,tire,Audi,2010,127.9
PART2513,battery,Ford,2013,237.46
PART2514,tire,Toyota,2021,356.53
PART2515,suspension,Toyota,2003,202.31
PART2516,battery,Toyota,2003,384.73
PART2517,suspension,Mercedes,2015,306.73
PART2518,engine,Mercedes,2017,130.16
PART2519,transmission,Toyota,2005,114.55
PART2520,tire,Ford,2006,407.66
PART2521,suspension,Mercedes,2003,177
PART2522,suspension,BMW,2015,172.75
PART2523,engine,Ford,2010,472.87
PART2524,battery,Toyota,2015,493.86
PART2525,engine,Honda,2011,330.4
PART2526,brake,Volkswagen,2011,261.12
PART2527,transmission,BMW,2005,127.02
PART2528,tire,Honda,2017,379.62
PART2529,transmission,Toyota,2016,286.9
PART2530,battery,Honda,2020,241.11
PART2531,battery,Audi,2014,240.49
PART2532,engine,Volkswagen,2012,309.38
PART2533,tire,Toyota,2001,168.64
PART2534,engine,BMW,2008,406.47
PART2535,battery,Audi,2011,335.71
PART2536,engine,Volkswagen,2007,119.87
PART2537,tire,BMW,2006,145.2
PART2538,battery,Ford,2000,237.67
PART2539,transmission,Toyota,2021,294.45
PART2540,transmission,Volkswagen,2016,357.11
PART2541,brake,BMW,2003,79.55
PART2542,battery,Volkswagen,2015,370.49
PART2543,battery,Audi,2001,176.78
PART2544,brake,Ford,2018,471.96
PART2545,battery,Toyota,2021,182.68
PART2546,engine,Ford,2020,311.3
PART2547,battery,Mercedes,2006,404.98
PART2548,brake,Ford,2006,293.75
PART2549,brake,Volkswagen,2012,455.11
PART2550,battery,BMW,2022,249.27
PART2551,engine,Audi,2004,178.88
PART2552,transmission,Volkswagen,2019,303.14
PART2553,brake,Volkswagen,2002,258.36
PART2554,transmission,Toyota,2003,496.66
PART2555,suspension,Volkswagen,2022,408.41
PART2556,transmission,Honda,2018,111.96
PART2557,battery,Toyota,2013,220.01
PART2558,brake,Toyota,2002,66.09
PART2559,engine,Toyota,2001,222.14
PART2560,brake,Mercedes,2012,475.03
PART2561,engine,BMW,2021,233.54
PART2562,brake,Audi,2006,301.24
PART2563,battery,Mercedes,2021,437.51
PART2564,tire,BMW,2013,227.46
PART2565,tire,Honda,2018,166.92
PART2566,brake,Honda,2013,187.18
PART2567,suspension,Audi,2018,224.2
PART2568,tire,Mercedes,2004,65.3
PART2569,tire,Mercedes,2017,329.58
PART2570,tire,Volkswagen,2003,377.15
PART2571,brake,Ford,2015,355.28
PART2572,brake,Mercedes,2013,215.15
PART2573,suspension,Audi,2014,384.82
PART2574,suspension,Mercedes,2004,325.03
PART2575,battery,BMW,2020,418.51
PART2576,transmission,Volkswagen,2001,460.21
PART2577,battery,BMW,2010,161
PART2578,suspension,Audi,2000,297.2
PART2579,brake,Honda,2000,121.55
PART2580,engine,Toyota,2015,343.37
PART2581,transmission,Ford,2000,151.91
PART2582,battery,Ford,2006,166.82
PART2583,engine,Audi,2000,412.44
PART2584,tire,Mercedes,2001,329.49
PART2585,tire,Ford,2010,368.12
PART2586,engine,Honda,2004,157.91
PART2587,brake,Mercedes,2013,304.33
PART2588,engine,Volkswagen,2008,333.42
PART2589,tire,BMW,2013,348.66
PART2590,brake,BMW,2001,165.44
PART2591,engine,Audi,2003,348.44
PART2592,suspension,Toyota,2017,86.45
PART2593,transmission,Toyota,2002,221.14
PART2594,engine,Toyota,2003,291.87
PART2595,transmission,Volkswagen,2002,305.02
PART2596,engine,Audi,2001,485.29
PART2597,brake,Audi,2014,92.13
PART2598,tire,BMW,2011,395.12
PART2599,suspension,BMW,2022,329.58
PART2600,transmission,Honda,2007,197.11
PART2601,suspension,Mercedes,2020,467.05
PART2602,battery,Ford,2014,469.59
PART2603,tire,Mercedes,2001,79.09
PART2604,suspension,Volkswagen,2009,54.48
PART2605,battery,Honda,2006,426.27
PART2606,tire,Honda,2014,234.29
PART2607,engine,Audi,2012,198.25
PART2608,transmission,Volkswagen,2015,122.3
PART2609,transmission,Honda,2002,68.68
PART2610,battery,Ford,2020,173.51
PART2611,brake,Volkswagen,2003,337.41
PART2612,engine,Toyota,2012,209.08
PART2613,brake,Mercedes,2001,372.85
PART2614,battery,Toyota,2010,198.06
PART2615,battery,Volkswagen,2020,331.44
PART2616,suspension,Ford,2022,133.16
PART2617,engine,Toyota,2010,175.43
PART2618,battery,Volkswagen,2016,182.95
PART2619,battery,Mercedes,2011,252.57
PART2620,suspension,Volkswagen,2021,79.48
PART2621,tire,Ford,2000,147.84
PART2622,brake,Toyota,2010,220.77
PART2623,transmission,Volkswagen,2010,458.97
PART2624,transmission,Toyota,2009,254.16
PART2625,battery,BMW,2013,289.03
PART2626,suspension,Volkswagen,2017,382.62
PART2627,suspension,Audi,2021,298.45
PART2628,battery,Audi,2012,270.68
PART2629,brake,Mercedes,2007,285.51
PART2630,engine,Mercedes,2000,288.1
PART2631,engine,Ford,2003,227.32
PART2632,engine,Volkswagen,2021,94.01
PART2633,brake,Mercedes,2013,460.24
PART2634,suspension,Audi,2018,388.73
PART2635,battery,BMW,2006,415.02
PART2636,brake,Audi,2022,422.34
PART2637,transmission,Ford,2006,288.82
PART2638,transmission,Volkswagen,2007,491.09
PART2639,transmission,Mercedes,2012,485.13
PART2640,suspension,Volkswagen,2020,358.13
PART2641,suspension,Toyota,2015,99.39
PART2642,transmission,Mercedes,2001,198.02
PART2643,suspension,Toyota,2001,451.93
PART2644,engine,Toyota,2016,239.99
PART2645,battery,Honda,2009,143.39
PART2646,brake,Ford,2005,452.97
PART2647,battery,Volkswagen,2017,447.13
PART2648,brake,Toyota,2008,134.97
PART2649,battery,Audi,2016,164.82
PART2650,transmission,BMW,2020,416.73
PART2651,tire,Toyota,2022,257.12
PART2652,suspension,Toyota,2011,498.94
PART2653,suspension,Honda,2005,244.24
PART2654,brake,Mercedes,2003,180.28
PART2655,battery,Volkswagen,2014,360.36
PART2656,transmission,Honda,2022,116.42
PART2657,brake,Honda,2003,96.81
PART2658,brake,Mercedes,2017,220.55
PART2659,tire,BMW,2013,364.13
PART2660,tire,Audi,2012,367.15
PART2661,battery,BMW,2004,203.85
PART2662,engine,Ford,2010,123.23
PART2663,brake,BMW,2003,99.66
PART2664,suspension,Audi,2021,239.3
PART2665,tire,Ford,2022,480.7
PART2666,engine,BMW,2014,401.31
PART2667,tire,Honda,2016,61.4
PART2668,suspension,Honda,2008,327.42
PART2669,suspension,BMW,2010,92.35
PART2670,brake,Ford,2020,52.96
PART2671,engine,Toyota,2022,263.98
PART2672,brake,Honda,2013,269.97
PART2673,transmission,Audi,2013,297
PART2674,transmission,Toyota,2017,154.8
PART2675,brake,Volkswagen,2004,307
PART2676,battery,BMW,2009,268.94
PART2677,tire,Audi,2002,443.16
PART2678,engine,Audi,2005,143.41
PART2679,tire,BMW,2013,322.18
PART2680,brake,Toyota,2010,485.34
PART2681,tire,Honda,2011,75.3
PART2682,suspension,BMW,2011,100.01
PART2683,transmission,Honda,2021,389.33
PART2684,battery,BMW,2021,233.67
PART2685,transmission,Ford,2019,144.92
PART2686,suspension,Toyota,2020,93.56
PART2687,tire,Honda,2013,197.13
PART2688,brake,Honda,2005,145.34
PART2689,transmission,Honda,2006,145.89
PART2690,battery,Honda,2019,288.9
PART2691,tire,Honda,2012,66.66
PART2692,tire,BMW,2009,465.95
PART2693,suspension,Volkswagen,2021,155.94
PART2694,tire,Toyota,2019,82.77
PART2695,tire,Honda,2009,497.27
PART2696,transmission,Audi,2013,436.34
PART2697,brake,Volkswagen,2020,390.37
PART2698,suspension,Mercedes,2022,289.95
PART2699,transmission,Mercedes,2002,179.59
PART2700,engine,Honda,2007,109.91
PART2701,transmission,Honda,2012,303.84
PART2702,battery,Honda,2000,444.1
PART2703,battery,Ford,2018,474.87
PART2704,engine,Audi,2002,69.71
PART2705,suspension,Volkswagen,2009,67.54
PART2706,battery,Volkswagen,2001,476.16
PART2707,tire,Ford,2018,364.09
PART2708,brake,BMW,2020,103.78
PART2709,suspension,Volkswagen,2013,180.17
PART2710,suspension,Mercedes,2008,450.95
PART2711,engine,Toyota,2011,166.25
PART2712,tire,Toyota,2021,123.5
PART2713,battery,Toyota,2020,273.16
PART2714,transmission,Volkswagen,2013,223.92
PART2715,brake,BMW,2020,322.56
PART2716,suspension,Audi,2010,435.16
PART2717,tire,Audi,2018,351.75
PART2718,brake,BMW,2002,351.76
PART2719,brake,Audi,2015,154.74
PART2720,transmission,Audi,2010,200.42
PART2721,brake,BMW,2009,180.37
PART2722,transmission,Mercedes,2010,457.87
PART2723,battery,Toyota,2016,129.13
PART2724,battery,Ford,2003,261.03
PART2725,tire,BMW,2001,152.71
PART2726,tire,Mercedes,2005,183.25
PART2727,suspension,Ford,2022,426.73
PART2728,battery,BMW,2006,117.2
PART2729,battery,Audi,2022,284.24
PART2730,engine,Ford,2010,125.21
PART2731,tire,Toyota,2019,496.77
PART2732,engine,BMW,2020,413.43
PART2733,battery,BMW,2010,254.74
PART2734,tire,Mercedes,2014,280.04
PART2735,tire,Audi,2014,373.07
PART2736,engine,Audi,2003,333.12
